MORPHID	MORPHTYPE	FORM	POSITION	PROVENANCE	AFFIXLEMMA
S91	SUFFIX	is	WORD_FINAL	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1001;L10043;L10061;L10094;L10125;L10145;L10150;L10151;L10155;L10161;L10162;L10167;L10173;L10174;L10175;L10176;L10185;L10187;L10188;L10191;L1045;L1083;L1131;L1134;L1144;L1166;L1171;L1218;L1236;L1237;L1240;L1242;L1245;L1313;L1323;L1325;L1334;L1335;L1350;L1352;L1353;L1357;L1358;L1363;L1367;L1368;L1369;L1371;L1372;L1376;L1377;L1380;L1381;L1383;L1385;L1386;L1388;L1389;L1393;L1394;L1397;L1398;L1402;L1414;L1436;L145;L147;L1483;L1489;L1495;L1498;L1499;L1504;L1505;L1507;L1512;L1516;L1522;L1523;L1524;L1547;L1576;L16;L1609;L161;L1624;L1637;L1652;L1666;L1739;L174;L1750;L1751;L1755;L1759;L1764;L1766;L1773;L1788;L1796;L1820;L1822;L1837;L1914;L1918;L1919;L1920;L1922;L1923;L1940;L1942;L1949;L1961;L1968;L1990;L1995;L1997;L1998;L2000;L2058;L2078;L2080;L2090;L2091;L2117;L2118;L2132;L2161;L2171;L2182;L2184;L2192;L2196;L2271;L2281;L2300;L2305;L2328;L2336;L2381;L2476;L2513;L2558;L2573;L2585;L2664;L2665;L2674;L2718;L2727;L2728;L2735;L2741;L2756;L2759;L2761;L2787;L280;L2805;L2808;L284;L2884;L289;L2905;L291;L293;L2944;L2950;L2953;L2968;L2972;L299;L2991;L3012;L3023;L3030;L3031;L3034;L3037;L304;L3055;L3081;L3084;L309;L3118;L314;L315;L3176;L318;L324;L325;L3294;L3295;L3317;L333;L3341;L3356;L3359;L3360;L3362;L3367;L3371;L3385;L3409;L343;L3445;L3456;L3459;L349;L3491;L3494;L3495;L3501;L352;L354;L3548;L3552;L3561;L3566;L3570;L3572;L3579;L3598;L3601;L3603;L3613;L3614;L3616;L3618;L3647;L3650;L3653;L3657;L366;L367;L3680;L3703;L3705;L371;L3714;L3759;L3765;L379;L380;L3806;L3809;L3813;L3823;L3826;L3843;L3860;L3880;L3932;L394;L3973;L3975;L400;L4001;L4003;L4005;L4006;L4031;L4038;L4046;L4047;L405;L406;L407;L4075;L4129;L4131;L4139;L4143;L4144;L4169;L4202;L428;L4305;L4317;L4322;L4329;L4330;L4332;L4333;L4351;L4352;L4389;L4413;L4415;L4442;L4455;L4459;L4461;L449;L4497;L450;L4507;L4508;L451;L4518;L453;L4533;L4556;L4567;L4569;L4571;L4573;L4608;L461;L4639;L4692;L4701;L4702;L4703;L4704;L4705;L4712;L4713;L4714;L4716;L473;L4741;L4742;L4751;L4755;L4758;L4773;L4780;L480;L4847;L4858;L4876;L4902;L4903;L4916;L4923;L4931;L4933;L4953;L4954;L4955;L4959;L4960;L4965;L4994;L4996;L4999;L5004;L5015;L5031;L5058;L5214;L5219;L5223;L5257;L5270;L5339;L5392;L5414;L5419;L5431;L5447;L5463;L5478;L5479;L5483;L5490;L5493;L5520;L5527;L5579;L5632;L5653;L5702;L5732;L5749;L5750;L5752;L5756;L5757;L5761;L5764;L5765;L5771;L5773;L5779;L578;L5787;L579;L5798;L5804;L5807;L5835;L5839;L5867;L5893;L5895;L5901;L5903;L5905;L5906;L5907;L5908;L5910;L5912;L5913;L5914;L5918;L592;L5925;L5926;L6133;L6169;L6177;L6181;L6183;L6191;L6197;L6213;L6229;L6232;L6242;L6255;L6320;L6346;L6379;L6385;L6388;L6394;L6425;L6427;L6429;L6444;L6446;L6454;L6455;L649;L6495;L6605;L6616;L6629;L6630;L6637;L6644;L6647;L6649;L6654;L6660;L6661;L6674;L6681;L6731;L6733;L6735;L6836;L684;L686;L6881;L691;L693;L6940;L698;L700;L709;L71;L7116;L7129;L7201;L7205;L7206;L7214;L722;L724;L73;L7321;L7322;L7367;L737;L740;L7458;L7459;L749;L7525;L7532;L7580;L759;L7621;L7623;L7624;L7649;L7660;L7661;L7662;L7665;L7666;L7668;L7669;L7678;L7690;L7691;L775;L7771;L7799;L7803;L7807;L7808;L7851;L7857;L7867;L7868;L7883;L7887;L7898;L7976;L7989;L7990;L8026;L805;L8152;L817;L8177;L8237;L8246;L8247;L8251;L8253;L8261;L8273;L8274;L8276;L8278;L8279;L833;L834;L8353;L8365;L8366;L8398;L8422;L8432;L8470;L8483;L8486;L8504;L8512;L8523;L8543;L8545;L8546;L8554;L859;L8606;L862;L8639;L8642;L8659;L8661;L8669;L8690;L872;L8751;L877;L879;L8809;L8859;L886;L889;L8950;L899;L8993;L900;L902;L9047;L9059;L9138;L9139;L9142;L9143;L9144;L9145;L9146;L9148;L9160;L9173;L918;L9239;L9242;L9246;L9279;L9281;L9282;L9287;L9296;L931;L9316;L9352;L9353;L9355;L9360;L9367;L9373;L9391;L9392;L9401;L9402;L9426;L9429;L9435;L9439;L9443;L9458;L9459;L9483;L9493;L951;L9513;L9524;L9536;L9542;L9545;L9553;L9554;L956;L9566;L9567;L9576;L9585;L9606;L9607;L9608;L9621;L9623;L9629;L9666;L9672;L9710;L9718;L9723;L9724;L9730;L9731;L9734;L9736;L9744;L9756;L9757;L9760;L9764;L9768;L9772;L9775;L9784;L9787;L9790;L9793;L9798;L9804;L9806;L9809;L9816;L9817;L9821;L9836;L9838;L9858;L9877;L9878;L9906;L9913;L9914;L9925;L9928;L9931;L9939;L9942
S92	SUFFIX	isim	AFTER_ROOT	SINGLE_ROOT_SEG	L8640
S93	SUFFIX	isk	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10021;L10022;L10204;L10205;L1117;L1124;L1125;L1126;L1127;L1136;L1137;L1148;L1149;L1150;L1211;L1232;L1233;L1250;L1251;L1336;L1337;L1423;L1424;L1655;L1706;L1903;L1904;L1907;L1911;L1915;L2253;L2349;L2375;L2394;L2395;L2445;L2446;L2460;L2531;L2532;L2566;L2574;L2575;L2576;L2626;L2627;L2634;L2641;L2642;L2643;L2644;L2645;L3086;L3087;L3589;L4117;L4118;L4122;L4123;L4124;L425;L426;L430;L431;L439;L440;L4781;L4782;L4815;L4816;L4817;L4819;L4824;L4825;L4828;L4861;L4956;L5951;L5954;L5955;L5961;L5973;L5979;L6539;L654;L655;L6550;L6554;L6555;L6557;L6558;L6561;L6562;L6579;L659;L6778;L6888;L6902;L6903;L6922;L7311;L7971;L7972;L7977;L8009;L8027;L8033;L8034;L8043;L8044;L8046;L8059;L8060;L8062;L8066;L8072;L8078;L8079;L8081;L8085;L8086;L8088;L8609;L8612;L8613;L8615;L8620;L8688;L8692;L8693;L8705;L8712;L8715;L8716;L8718;L8738;L8745;L8746;L8757;L8779;L8789;L880;L8803;L881;L8810;L8811;L8812;L8816;L8819;L8822;L8823;L8824;L8865;L8874;L8975;L8976;L8977;L8982;L8983;L9140;L9204;L9206;L9218;L9219;L9220;L9224;L9364;L9366;L9555;L9556;L9557;L9823;L9824
S94	SUFFIX	isk	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1042;L1043;L1108;L187;L188;L216;L2287;L2314;L2397;L2436;L2437;L2438;L2881;L2882;L3635;L3636;L3639;L3640;L3833;L3834;L3914;L3915;L3937;L3938;L3939;L3946;L3958;L3959;L4028;L4029;L4120;L4821;L4826;L493;L5371;L5633;L5948;L6224;L6568;L6571;L6766;L6890;L7708;L7709;L7797;L7798;L7882;L7917;L7918;L7919;L7997;L8038;L8587;L8588;L8589;L8720;L8845;L8849;L8869;L8870;L8881;L8887;L8891;L8892;L8902;L8910;L8917;L8924;L8932;L8933;L9898
S95	SUFFIX	ism	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10023;L1128;L1234;L1243;L1425;L1540;L1818;L1819;L1908;L2951;L2954;L4119;L656;L6565;L6567;L6570;L6573;L6574;L6575;L6765;L6779;L7945;L8785;L8880;L8883;L8885;L8890;L8945;L9825
S96	SUFFIX	ism	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1066;L1823;L6695;L7298;L7415;L7418;L8848;L8854;L8868;L8896;L8900;L8930
S97	SUFFIX	ist	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10024;L10025;L10037;L10038;L1118;L1238;L1244;L1287;L1288;L1316;L1317;L1648;L1649;L1799;L1800;L1803;L1901;L3786;L3850;L4120;L433;L434;L447;L448;L4522;L4849;L4862;L4870;L5974;L5984;L5985;L6568;L6569;L6571;L6572;L6766;L7252;L7620;L8010;L8845;L8872;L8876;L8881;L8882;L8884;L8886;L8887;L8888;L8891;L8892;L8893;L8910;L8917;L8924;L8925;L8937;L8946;L8984;L9558;L9559
S98	SUFFIX	ist	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L444;L6696;L6697;L6716;L7207;L7299;L8849;L8855;L8869;L8870;L8871;L8902;L8903;L8931;L8932;L8933;L8934
S99	SUFFIX	it	AFTER_ROOT	SINGLE_ROOT_SEG	L1065;L1066;L1067;L8702
S100	SUFFIX	itat	AFTER_ROOT	SINGLE_ROOT_SEG	L1063;L1064
S101	SUFFIX	itāt	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1068;L1092;L2955;L5959;L5962;L6763;L7941;L7988;L8496;L8506;L8515;L8795;L8799;L8800;L8801;L8947
S102	SUFFIX	itāt	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L3684;L4823;L5538;L6692;L6785;L7296;L7388;L7408;L8697;L8860
S103	SUFFIX	iv	AFTER_ROOT	SINGLE_ROOT_SEG	L7388;L7408;L7409
S104	SUFFIX	iz	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1093;L1094;L1095;L1096;L1097;L1194;L1199;L1223;L1224;L1225;L1226;L1227;L1239;L1252;L1253;L1254;L2956;L3830;L7251;L7934;L7935;L7936;L7937;L7952;L8621;L8622;L8920;L9826;L9827;L9828;L9829
S105	SUFFIX	iz	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L7208;L7210;L7211;L7212;L7409;L8040;L8846;L8847;L8850;L8851;L8861;L8862;L8898;L8926;L8927;L8928
S106	SUFFIX	iķ	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1171;L1236;L1914;L2950;L2953;L428;L5213;L5214;L7200;L7201;L7976;L8025;L8026;L8690;L8691;L8859;L9367;L9368
S107	SUFFIX	iķ	MIDDLE	SINGLE_ROOT_SEG	L7205
S108	SUFFIX	iņ	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10058;L10059;L10060;L10090;L1011;L10215;L10216;L10217;L109;L1103;L1104;L1105;L1155;L1213;L1347;L1348;L1349;L1356;L1361;L1365;L1405;L1420;L1422;L1668;L1669;L1670;L1672;L1741;L1746;L1838;L1853;L1860;L1878;L1882;L1936;L2093;L2094;L2095;L2113;L2169;L2583;L2584;L2982;L3217;L3357;L3383;L3482;L3986;L4004;L4234;L4860;L4877;L4879;L4898;L49;L4909;L4942;L4949;L4951;L4952;L4997;L5001;L5002;L5014;L5016;L5020;L5028;L5035;L5057;L5068;L5076;L5080;L5101;L516;L5240;L5385;L5420;L5534;L6173;L629;L6454;L6455;L6456;L6457;L6473;L6489;L6501;L6678;L6706;L68;L6800;L6801;L6840;L7197;L7320;L7335;L7577;L7735;L7825;L7939;L7948;L7954;L7969;L810;L811;L812;L8284;L8285;L8286;L830;L8383;L84;L86;L8991;L9131;L9132;L9133;L9135;L9136;L9162;L917;L9185;L9350;L9431;L9488;L9521;L9522;L9523;L9528;L9637;L9645;L9654;L9658;L9664;L9693;L9694;L9695;L9713;L9715;L9733;L9781;L9811;L9840;L9841;L9842;L9853
S109	SUFFIX	iņ	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10012;L10014;L10148;L12;L14;L15;L1533;L1534;L1615;L1671;L2127;L3105;L3108;L32;L3351;L3542;L3543;L3634;L37;L3941;L4027;L4037;L4250;L43;L4344;L4385;L4671;L4689;L4805;L4963;L4964;L4972;L5008;L5253;L6957;L6990;L6995;L718;L7581;L7615;L7616;L7673;L7682;L7726;L7790;L7796;L7869;L7905;L8099;L8121;L8437;L9043;L9284;L9285;L9286;L9395;L9396;L9397;L9447;L9643;L9850
S110	SUFFIX	iņ	WORD_FINAL	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1608;L2807;L6158;L6293;L6373;L6374
S111	SUFFIX	išķ	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1840;L1841;L1842;L1843;L1844;L1845;L1846;L3327;L3328;L3329;L3330;L3387;L6174;L6261;L6262;L6263;L6264;L6302;L6459;L6460;L6461;L6462;L6463;L6464;L6465;L6466
S112	SUFFIX	j	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1821;L1822;L1823;L1824;L3424;L3779;L4179;L4180;L4189;L4384;L5224;L5225;L5243;L5244;L5250;L5251;L5263;L5264;L5266;L5267;L5395;L5814;L6836;L717;L7253;L7766;L7816;L7819;L7820;L7848;L8530;L9461;L9881;L9882
S113	SUFFIX	j	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10209;L1073;L1080;L1204;L1262;L1264;L1460;L1478;L1479;L1482;L1714;L1929;L2422;L2423;L253;L2553;L2559;L2695;L2699;L2712;L2785;L2786;L2790;L2830;L2848;L2850;L2860;L2863;L2867;L2875;L2895;L2944;L3000;L3005;L3106;L3320;L3321;L3364;L3399;L3478;L3621;L3625;L3642;L3665;L3792;L3811;L3825;L3841;L3842;L3887;L4194;L4195;L4196;L4285;L4369;L4401;L4413;L4415;L4549;L4551;L4556;L4557;L4586;L4593;L470;L4807;L4982;L5121;L5138;L5147;L5152;L5175;L5183;L5192;L5195;L5255;L5321;L5438;L5448;L5455;L5464;L5480;L5481;L5486;L5492;L5500;L5507;L5511;L5515;L5524;L555;L5558;L5627;L5723;L5800;L5863;L630;L6402;L6470;L6471;L6701;L6770;L6866;L6881;L6926;L6927;L6935;L6961;L6967;L6968;L6969;L6970;L7161;L7172;L7175;L7179;L7187;L7231;L7271;L7617;L7693;L7694;L7727;L7740;L7802;L7803;L7804;L7805;L7806;L7837;L7863;L7883;L7884;L7887;L7888;L7901;L7905;L7906;L807;L8138;L815;L8181;L8194;L8447;L8535;L8569;L8579;L8600;L8660;L873;L8750;L9379;L9385;L9398;L9409;L9419;L9505;L9667;L9699;L975;L9856;L9858;L9859;L9967
S114	SUFFIX	k	AFTER_ROOT	SINGLE_ROOT_SEG	L7462;L7463
S115	SUFFIX	k	MIDDLE	SINGLE_ROOT_SEG	L3550
S116	SUFFIX	kl	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L13;L2972;L4161;L5794;L6660;L7116;L7129;L7214;L7260
S117	SUFFIX	kl	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L2787;L7807;L7808;L7851;L7857;L7867;L7868;L7898
S118	SUFFIX	kn	AFTER_ROOT	SINGLE_ROOT_SEG	L4701;L4702;L4714
S119	SUFFIX	kn	MIDDLE	SINGLE_ROOT_SEG	L816;L817
S120	SUFFIX	ksn	AFTER_ROOT	SINGLE_ROOT_SEG	L4518;L4703;L7525
S121	SUFFIX	kst	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1281;L250;L4687;L4688;L4689;L4690;L4691;L4692;L4693;L4694;L4695;L4696;L4697;L4698;L4699;L7526;L7527;L7528
S122	SUFFIX	kļ	AFTER_ROOT	MULTI_ROOT_SEG	L2421;L7144
S123	SUFFIX	kļ	MIDDLE	MULTI_ROOT_SEG	L5540;L7754;L7757;L7931;L7932
S124	SUFFIX	kņ	AFTER_ROOT	MULTI_ROOT_SEG	L2450
S125	SUFFIX	kšņ	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L5612;L5613;L5614;L7529;L7530;L7531
S126	SUFFIX	l	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1009;L1313;L1833;L1960;L1961;L1968;L2270;L2271;L2272;L2273;L2274;L2371;L2372;L2373;L2722;L2723;L2724;L2725;L2726;L2727;L2728;L2743;L2744;L2745;L2756;L2759;L2761;L284;L285;L286;L3298;L3299;L3300;L3303;L403;L404;L405;L406;L407;L409;L410;L411;L412;L4329;L4330;L4331;L4332;L4333;L4334;L4335;L4336;L4337;L4338;L4351;L4352;L5058;L5632;L5633;L5634;L5635;L5796;L5797;L5798;L5909;L5910;L5911;L5912;L5913;L6169;L686;L687;L688;L689;L690;L691;L722;L724;L737;L750;L7538;L754;L755;L756;L759;L764;L766;L790
S127	SUFFIX	l	MIDDLE	SINGLE_ROOT_SEG	L2718
S128	SUFFIX	l	WORD_FINAL	SINGLE_ROOT_SEG	L2721
S129	SUFFIX	m	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L2424;L3002;L3102;L3103;L3104;L3105;L3106;L3107;L3109;L3110;L3111;L3112;L3113;L3114;L3115;L5604;L5605;L5606;L5607;L609;L6850;L7271;L8459;L8460;L8461;L8462;L8463;L8464;L8537;L8538;L927;L9390;L9954
S130	SUFFIX	m	MIDDLE	MULTI_ROOT_SEG	L5738
S131	SUFFIX	maņ	AFTER_ROOT	SINGLE_ROOT_SEG	L9041
S132	SUFFIX	men	AFTER_ROOT	MULTI_ROOT_SEG	L2250;L2397;L3608;L3774;L4871;L4965;L4966;L4978;L5791;L6606;L7670;L7771;L8096
S133	SUFFIX	meņ	AFTER_ROOT	MULTI_ROOT_SEG	L2396;L5596
S134	SUFFIX	mj	AFTER_ROOT	MULTI_ROOT_SEG	L2268;L4514;L5608;L597;L6126
S135	SUFFIX	n	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10150;L10151;L10174;L10175;L1256;L148;L17;L18;L19;L1946;L1949;L1950;L1951;L1952;L1953;L20;L2096;L2097;L2098;L2123;L2124;L220;L2523;L2731;L2880;L2884;L2885;L2905;L2970;L3108;L3429;L4670;L4671;L4672;L4673;L4674;L4675;L4676;L4677;L4678;L4679;L4680;L4681;L4682;L4683;L4684;L4685;L4686;L4740;L4741;L4742;L4751;L513;L5203;L5578;L5579;L5659;L6625;L6649;L6684;L6813;L693;L7178;L7184;L7659;L7660;L7661;L7662;L7671;L7672;L7673;L7674;L7675;L7676;L7677;L7678;L7679;L7680;L7681;L7682;L8429;L8533;L9120;L9288;L9289;L9290;L9291;L9389;L942;L943;L944;L945;L9518;L9907;L9908;L9993
S136	SUFFIX	niec	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10064;L10067;L10068;L10083;L1042;L1043;L1141;L1192;L1278;L1300;L1392;L1726;L187;L188;L189;L191;L1947;L199;L216;L217;L2294;L2881;L2882;L2883;L3639;L3640;L3641;L3769;L3775;L3803;L3833;L3834;L3835;L3872;L3899;L3914;L3915;L3916;L4439;L4484;L4538;L4885;L493;L494;L4989;L4990;L5006;L5007;L5008;L5009;L5082;L5371;L5386;L57;L571;L6020;L604;L6066;L6150;L6218;L6223;L6224;L6844;L6889;L6890;L7015;L7221;L8487;L9604;L9610;L9615;L9624;L9646;L9647
S137	SUFFIX	niec	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10142;L2427;L2428;L3946;L3993;L4030;L4031;L4032;L4302;L4303;L4578;L4656;L4785;L5130;L5131;L5159;L5745;L7674;L7675;L7707;L7708;L7709;L7710;L7723;L7796;L7797;L7798;L7869;L8489;L8577;L9843;L9844
S138	SUFFIX	niek	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10065;L10066;L10075;L10082;L1044;L1142;L1193;L1391;L1727;L1730;L1735;L1768;L1835;L1854;L190;L1948;L2275;L2295;L2358;L2418;L2439;L2441;L2483;L2484;L2542;L3439;L3463;L3464;L3776;L3836;L3852;L3917;L4440;L4443;L4449;L4477;L4485;L4539;L4548;L4882;L4897;L4932;L4991;L5010;L5011;L5083;L5331;L5372;L5387;L573;L58;L584;L596;L6001;L6002;L6005;L6014;L6021;L6023;L6025;L6039;L6041;L6048;L605;L6058;L6067;L6069;L6081;L6083;L6084;L6091;L6094;L6100;L6118;L6125;L6131;L6140;L6151;L6219;L6225;L6618;L6686;L6845;L6891;L8488;L8494;L8518;L9599;L9605;L9611;L9616;L9625;L9648;L9740;L9981;L9983
S139	SUFFIX	niek	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10143;L2366;L2429;L3992;L4033;L4034;L4035;L4053;L4304;L4306;L4579;L4657;L4659;L4784;L5132;L5160;L5181;L5744;L5815;L606;L6152;L7269;L7676;L7677;L7711;L7752;L7800;L7850;L7865;L7870;L7871;L7873;L7924;L7930;L7933;L9299;L9300;L9301;L9845
S140	SUFFIX	nīc	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1162;L1279;L4135;L5012;L5252;L5253;L5275;L5276;L5278;L5328;L5383;L5405;L5422;L6846;L7264;L9042;L9043
S141	SUFFIX	nīc	MIDDLE	SINGLE_ROOT_SEG	L4036;L4037;L7712;L8135
S142	SUFFIX	nīķ	MIDDLE	SINGLE_ROOT_SEG	L4038
S143	SUFFIX	o	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10000;L10001;L10002;L10005;L10006;L10181;L10182;L10183;L1271;L1272;L1273;L1301;L1302;L1445;L1446;L1449;L149;L150;L1506;L151;L1559;L1577;L1601;L1678;L1682;L1702;L1825;L2315;L236;L237;L2579;L2580;L2581;L2631;L2632;L2647;L2648;L2649;L275;L276;L2823;L2824;L2825;L2826;L2830;L2831;L2832;L2833;L2848;L2849;L2850;L2851;L2852;L2854;L2855;L2856;L2857;L2858;L2859;L2860;L2863;L2864;L2865;L2867;L2868;L3005;L3098;L3320;L3321;L3322;L3323;L3324;L3398;L3399;L3400;L3401;L3402;L3403;L3404;L3405;L3406;L3441;L3472;L3475;L3621;L3622;L3623;L3624;L3625;L3626;L3627;L3628;L3629;L3642;L3643;L3644;L3645;L3646;L3663;L3664;L3665;L3666;L3667;L3668;L3805;L4164;L4194;L4195;L4196;L4197;L4198;L4229;L4230;L4231;L4232;L4233;L4413;L4414;L4415;L4463;L4464;L4743;L4744;L4748;L4756;L4883;L4904;L4905;L4907;L4911;L4912;L4913;L4927;L4928;L4939;L4946;L4947;L4948;L498;L501;L5254;L5255;L5258;L5259;L5289;L5290;L5309;L5321;L5322;L5323;L5335;L5336;L5352;L5353;L5356;L5363;L538;L5380;L539;L5393;L5394;L540;L5409;L541;L542;L547;L548;L549;L550;L553;L555;L5571;L5572;L5627;L5677;L5678;L5723;L5942;L5943;L5944;L5945;L5993;L5994;L630;L631;L6310;L632;L633;L6331;L6332;L6333;L6334;L634;L6436;L6470;L6471;L6483;L6484;L6485;L6486;L6487;L6655;L6656;L6657;L6658;L6687;L6793;L6794;L7187;L7224;L7231;L7244;L7272;L7280;L7654;L7655;L7656;L7657;L8536;L8680;L9087;L9088;L9454;L9455;L9468;L9492;L9505;L9667;L9668;L9669;L9699;L9700;L9701;L9702;L9703;L9706;L9831;L9832;L9833;L9856;L9857;L9858;L9859;L9860;L9861;L9863;L9864;L9865;L9921;L9922;L9923;L9965;L9977;L9991;L9992;L9995;L9996;L9997
S144	SUFFIX	o	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1264;L1548;L1843;L2642;L2643;L2729;L2730;L3106;L3107;L3110;L3114;L3115;L3120;L4039;L4040;L4052;L4059;L4161;L4173;L4251;L4252;L4285;L4286;L5540;L6464;L6465;L668;L669;L670;L671;L701;L702;L703;L704;L751;L762;L763;L7727;L7737;L7738;L7739;L7740;L7741;L7742;L7743;L7744;L7745;L7746;L7750;L7751;L7753;L7754;L7756;L7757;L776;L7802;L7803;L7804;L7805;L7806;L7807;L7808;L7809;L7810;L7811;L7812;L7814;L7815;L7832;L7833;L7834;L7835;L7836;L7837;L7838;L7839;L7840;L7843;L7844;L7845;L7846;L7847;L7849;L7851;L7855;L7857;L7858;L7859;L7860;L7861;L7862;L7863;L7864;L7866;L7867;L7868;L7874;L7875;L7880;L7881;L7883;L7884;L7885;L7886;L7887;L7888;L7889;L7890;L7891;L7892;L7893;L7895;L7896;L7898;L7899;L7900;L7901;L7902;L7903;L7904;L7905;L7906;L7907;L7908;L7909;L7910;L7911;L7912;L7913;L7914;L7920;L7921;L7922;L7923;L7926;L7927;L7928;L7929;L7931;L7932;L8100;L8101;L9379;L9380;L9381;L9382;L9383;L9385;L9398;L9403;L9404;L9405;L9406;L9407;L9408;L9409;L9410;L9411;L9412;L9413;L9414;L9415;L9419;L9420;L9839
S145	SUFFIX	o	WORD_FINAL	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1071;L1130;L1133;L1138;L1246;L1318;L1319;L1324;L1326;L1327;L1328;L1329;L1331;L1332;L1338;L1341;L1342;L3687;L3760;L3790;L5933;L6547;L6946;L7979;L8028;L9163;L9165;L9181;L9986
S146	SUFFIX	od	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1503;L1504;L1505;L1609;L4793;L5667;L5668;L5669
S147	SUFFIX	od	MIDDLE	SINGLE_ROOT_SEG	L5976
S148	SUFFIX	okl	AFTER_ROOT	SINGLE_ROOT_SEG	L7666
S149	SUFFIX	okl	MIDDLE	MULTI_ROOT_SEG	L9836
S150	SUFFIX	okn	AFTER_ROOT	SINGLE_ROOT_SEG	L2674
S151	SUFFIX	oksl	AFTER_ROOT	SINGLE_ROOT_SEG	L4389
S152	SUFFIX	oksn	AFTER_ROOT	SINGLE_ROOT_SEG	L4567
S153	SUFFIX	okļ	AFTER_ROOT	MULTI_ROOT_SEG	L2556
S154	SUFFIX	ol	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L10;L12;L1219;L14;L15;L16;L23;L25;L26;L27;L30;L31;L32;L33;L35;L36;L37;L39;L42;L43;L4473;L46;L47;L48;L4961;L4962;L4963;L4964;L5581;L5915;L6659;L8;L9;L9221
S155	SUFFIX	ol	MIDDLE	MULTI_ROOT_SEG	L7999
S156	SUFFIX	om	AFTER_ROOT	MULTI_ROOT_SEG	L3079;L4827
S157	SUFFIX	on	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L2287;L3055;L5256;L5257;L5392;L5419;L5699;L5700;L5701;L5702;L6566;L6681;L709;L710;L7532;L8005;L8151;L8152;L8176;L8177
S158	SUFFIX	on	MIDDLE	SINGLE_ROOT_SEG	L4691;L4692;L9399;L9400;L9401;L9402
S159	SUFFIX	or	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1187;L1188;L1189;L1190;L1206;L3808;L3819;L7204;L7205;L7207;L7208;L7210;L7211;L7212;L7240;L7245;L7275;L7278;L7282;L7283;L7286;L7287;L7288;L7381;L7390;L7392;L7393;L7416;L7421;L7430;L8629;L8630;L8631;L8637;L8638;L8667;L8668
S160	SUFFIX	or	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1304;L5963;L6768;L7230;L8013;L8016;L8605;L8607;L8617;L8624;L8633;L8634;L8649;L8727
S161	SUFFIX	ot	AFTER_ROOT	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L1829;L2506;L4424
S162	SUFFIX	ot	MIDDLE	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L5564;L7531;L7728
S163	SUFFIX	ot	WORD_FINAL	MULTI_ROOT_SEG;SINGLE_ROOT_SEG	L2241;L2245;L2246;L273;L3001;L3226;L3255;L3263;L3288;L4390;L4407;L4643;L9886
